"Date","Price","Open","High","Low","Vol.","Change %"
"12/07/2022","666.86","679.05","679.05","663.38","27.19K","-1.80%"
"12/06/2022","679.05","692.99","694.87","678.59","41.20K","-1.99%"
"12/05/2022","692.86","688.39","698.53","688.34","30.08K","0.65%"
"12/02/2022","688.39","685.72","689.92","677.13","30.60K","0.40%"
"12/01/2022","685.63","675.79","691.47","675.06","41.06K","1.46%"
"11/30/2022","675.76","670.36","676.39","669.11","21.61K","0.86%"
"11/29/2022","669.97","660.44","671.77","657.58","51.18K","1.38%"
"11/28/2022","660.84","641.20","660.87","640.45","19.86K","3.03%"
"11/25/2022","641.40","635.02","641.84","633.58","12.69K","1.00%"
"11/24/2022","635.05","637.91","638.23","629.97","12.02K","-0.43%"
"11/23/2022","637.81","647.47","647.94","637.52","12.90K","-1.49%"
"11/22/2022","647.43","641.47","651.31","640.49","25.40K","0.83%"
"11/21/2022","642.07","639.11","644.06","636.90","14.41K","0.33%"
"11/18/2022","639.99","634.22","640.00","623.90","16.60K","0.91%"
"11/17/2022","634.25","624.34","634.81","621.85","19.20K","1.53%"
"11/16/2022","624.67","614.20","625.08","593.06","18.86K","1.68%"
"11/15/2022","614.37","634.79","634.79","610.52","12.01K","-3.36%"
"11/14/2022","635.71","654.44","654.44","632.61","12.72K","-2.88%"
"11/11/2022","654.54","660.53","665.23","653.16","11.88K","-0.96%"
"11/10/2022","660.86","684.69","684.79","656.15","11.42K","-3.54%"
"11/09/2022","685.08","683.64","688.93","681.01","7.71K","0.18%"
"11/08/2022","683.86","686.70","686.70","676.30","8.16K","-0.41%"
"11/07/2022","686.70","705.46","706.80","683.53","10.32K","-2.84%"
"11/04/2022","706.75","716.44","716.44","699.08","12.71K","-1.34%"
"11/03/2022","716.34","720.23","720.77","713.10","5.89K","-0.54%"
"11/02/2022","720.23","722.07","723.78","715.72","9.87K","-0.25%"
"11/01/2022","722.07","717.34","722.19","715.72","8.90K","0.67%"
"10/31/2022","717.24","725.81","726.20","709.28","9.52K","-1.18%"
"10/28/2022","725.81","724.95","728.39","720.18","9.55K","0.12%"
"10/27/2022","724.95","710.42","724.95","708.91","11.50K","2.06%"
"10/26/2022","710.33","712.69","714.69","704.43","7.97K","-0.40%"
"10/25/2022","713.19","716.94","716.94","702.93","15.64K","-0.52%"
"10/24/2022","716.94","735.11","736.29","713.22","15.09K","-2.43%"
"10/21/2022","734.82","751.31","751.31","732.71","15.40K","-2.19%"
"10/20/2022","751.26","751.83","753.12","747.56","8.02K","-0.08%"
"10/19/2022","751.83","755.12","755.80","749.26","9.70K","-0.44%"
"10/18/2022","755.12","751.99","757.19","751.12","12.85K","0.43%"
"10/17/2022","751.92","755.83","756.01","747.09","10.31K","-0.53%"
"10/14/2022","755.89","745.92","756.00","745.11","12.87K","1.26%"
"10/13/2022","746.51","747.63","749.64","741.99","7.55K","-0.15%"
"10/12/2022","747.63","749.55","750.13","742.04","11.17K","-0.26%"
"10/11/2022","749.55","769.43","769.43","744.34","16.11K","-2.58%"
"10/10/2022","769.43","774.17","774.20","757.94","12.57K","-0.61%"
"10/07/2022","774.17","791.08","791.21","765.34","18.88K","-2.13%"
"10/06/2022","791.01","802.02","804.54","785.74","10.60K","-1.37%"
"10/05/2022","802.02","798.06","802.52","793.64","11.32K","0.50%"
"10/04/2022","798.06","799.66","804.37","790.32","12.74K","-0.20%"
"10/03/2022","799.64","817.04","817.91","796.70","11.85K","-2.22%"
"09/30/2022","817.76","814.30","817.76","798.64","15.33K","0.42%"
"09/29/2022","814.30","820.64","824.49","813.05","9.39K","-0.79%"
"09/28/2022","820.75","828.28","828.56","817.93","11.01K","-0.91%"
"09/27/2022","828.28","828.92","829.66","824.87","10.50K","-0.08%"
"09/26/2022","828.92","838.07","838.07","817.84","16.34K","-1.09%"
"09/23/2022","838.04","840.66","843.47","837.17","15.08K","-0.30%"
"09/22/2022","840.58","837.45","840.63","831.35","10.75K","0.37%"
"09/21/2022","837.45","840.50","840.82","833.66","8.40K","-0.38%"
"09/20/2022","840.62","836.66","841.66","832.06","13.61K","0.49%"
"09/19/2022","836.54","850.05","851.17","834.79","17.37K","-1.59%"
"09/16/2022","850.05","857.73","857.83","848.10","14.64K","-0.90%"
"09/15/2022","857.73","857.67","859.47","854.20","12.27K","0.02%"
"09/14/2022","857.58","862.06","862.06","852.40","17.13K","-0.50%"
"09/13/2022","861.89","858.43","861.94","853.36","12.95K","0.44%"
"09/12/2022","858.10","858.15","863.50","856.71","13.75K","0.02%"
"09/09/2022","857.97","855.57","859.77","848.51","16.62K","0.29%"
"09/08/2022","855.51","857.91","861.23","851.46","17.60K","-0.27%"
"09/07/2022","857.79","873.67","874.18","857.64","24.74K","-1.82%"
"09/06/2022","873.67","875.24","879.28","872.09","16.10K","-0.18%"
"09/05/2022","875.21","872.77","875.21","869.25","15.47K","0.28%"
"08/31/2022","872.77","873.83","874.29","868.76","14.98K","-0.12%"
"08/30/2022","873.83","872.23","877.71","870.83","15.84K","0.18%"
"08/29/2022","872.23","880.46","880.46","863.48","28.41K","-0.93%"
"08/26/2022","880.46","884.76","888.89","876.32","21.09K","-0.48%"
"08/25/2022","884.74","879.24","884.74","875.50","19.40K","0.63%"
"08/24/2022","879.22","871.18","879.45","869.34","17.65K","0.93%"
"08/23/2022","871.15","864.24","871.15","859.22","21.45K","0.80%"
"08/22/2022","864.24","871.37","871.71","859.51","14.98K","-0.80%"
"08/19/2022","871.25","871.47","873.85","868.88","19.54K","-0.03%"
"08/18/2022","871.47","886.85","887.16","865.90","15.37K","-1.73%"
"08/17/2022","886.85","875.88","887.97","870.46","19.06K","1.25%"
"08/16/2022","875.88","878.50","879.71","873.86","20.32K","-0.30%"
"08/15/2022","878.50","879.64","900.04","874.89","17.11K","-0.13%"
"08/12/2022","879.64","877.82","895.71","875.99","15.93K","0.20%"
"08/11/2022","877.89","884.30","891.01","874.61","30.23K","-0.71%"
"08/10/2022","884.21","881.75","885.11","880.17","23.19K","0.28%"
"08/09/2022","881.75","878.51","883.11","876.52","30.56K","0.40%"
"08/08/2022","878.21","871.80","878.21","868.77","25.84K","0.74%"
"08/05/2022","871.74","866.93","872.92","862.64","24.93K","0.55%"
"08/04/2022","866.96","870.57","873.31","865.48","21.55K","-0.40%"
"08/03/2022","870.48","872.14","872.46","864.12","19.20K","-0.19%"
"08/02/2022","872.12","868.10","873.05","867.01","26.89K","0.46%"
"08/01/2022","868.10","856.25","868.10","854.40","16.44K","1.38%"
"07/29/2022","856.25","862.70","864.73","855.14","13.28K","-0.72%"
"07/28/2022","862.48","854.93","863.62","854.93","13.77K","0.88%"
"07/27/2022","854.93","853.62","856.88","848.12","10.71K","0.15%"
"07/26/2022","853.62","858.51","859.64","851.14","10.89K","-0.57%"
"07/25/2022","858.51","861.86","863.57","855.42","14.45K","-0.39%"
"07/22/2022","861.86","859.85","863.02","856.77","14.14K","0.23%"
"07/21/2022","859.85","861.41","864.64","857.13","15.01K","-0.18%"
"07/20/2022","861.41","854.05","862.59","853.97","22.04K","0.86%"
"07/19/2022","854.05","856.79","858.82","848.83","12.35K","-0.31%"
"07/18/2022","856.73","853.54","859.76","853.54","11.61K","0.40%"
"07/15/2022","853.33","846.50","855.27","846.24","14.94K","0.80%"
"07/14/2022","846.57","840.83","846.64","837.98","15.46K","0.69%"
"07/13/2022","840.77","842.29","845.55","839.13","11.52K","-0.18%"
"07/12/2022","842.28","833.92","842.29","833.87","12.63K","1.00%"
"07/11/2022","833.93","836.77","837.71","830.64","11.15K","-0.34%"
"07/08/2022","836.79","829.61","836.86","829.42","10.35K","0.87%"
"07/07/2022","829.61","831.26","832.21","824.34","10.07K","-0.20%"
"07/06/2022","831.26","842.10","842.10","829.35","14.04K","-1.29%"
"07/05/2022","842.10","847.04","848.80","836.08","13.17K","-0.58%"
"07/04/2022","846.98","843.78","849.18","842.98","10.25K","0.38%"
"07/01/2022","843.78","839.74","843.78","826.04","17.57K","0.47%"
"06/30/2022","839.83","835.39","849.27","834.97","11.88K","0.53%"
"06/29/2022","835.39","851.83","852.87","832.57","10.86K","-1.93%"
"06/28/2022","851.83","848.24","853.62","848.20","14.06K","0.42%"
"06/27/2022","848.24","842.77","849.41","842.77","10.78K","0.64%"
"06/24/2022","842.81","836.99","843.07","835.83","11.37K","0.68%"
"06/23/2022","837.09","824.73","847.79","823.48","11.27K","1.49%"
"06/22/2022","824.83","814.08","825.13","812.20","16.09K","1.26%"
"06/21/2022","814.58","823.76","825.27","812.82","14.39K","-1.15%"
"06/20/2022","824.06","847.26","849.57","820.85","16.80K","-2.75%"
"06/17/2022","847.40","870.64","870.64","842.23","18.07K","-2.68%"
"06/16/2022","870.73","868.31","877.29","866.93","12.87K","0.28%"
"06/15/2022","868.31","889.46","889.91","860.36","17.75K","-2.38%"
"06/14/2022","889.46","891.46","893.33","878.40","14.57K","-0.23%"
"06/13/2022","891.49","926.44","926.44","888.73","22.53K","-3.77%"
"06/10/2022","926.44","932.46","932.71","925.52","21.17K","-0.65%"
"06/09/2022","932.50","928.39","933.01","927.84","13.23K","0.44%"
"06/08/2022","928.39","915.61","929.23","915.17","17.85K","1.40%"
"06/07/2022","915.56","927.52","928.10","908.74","18.04K","-1.29%"
"06/06/2022","927.52","930.49","931.73","924.53","18.41K","-0.32%"
"06/03/2022","930.49","928.21","930.54","919.98","18.41K","0.25%"
"06/02/2022","928.21","941.94","942.09","923.83","18.03K","-1.46%"
"06/01/2022","941.94","940.11","942.35","934.92","17.39K","0.19%"
"05/31/2022","940.17","941.26","941.83","937.24","20.39K","-0.13%"
"05/30/2022","941.39","933.97","941.63","930.33","22.73K","0.80%"
"05/27/2022","933.92","935.90","938.18","932.96","19.53K","-0.21%"
"05/26/2022","935.90","935.82","938.98","930.60","22.54K","-0.02%"
"05/25/2022","936.12","913.19","936.12","912.97","20.83K","2.52%"
"05/24/2022","913.11","910.27","914.42","902.83","17.51K","0.31%"
"05/23/2022","910.27","924.50","927.61","903.93","16.19K","-1.52%"
"05/20/2022","924.31","923.50","926.28","920.54","18.55K","0.09%"
"05/19/2022","923.50","937.58","937.58","921.10","14.88K","-1.50%"
"05/18/2022","937.59","956.52","961.98","936.31","16.03K","-1.98%"
"05/17/2022","956.52","945.71","976.57","931.97","14.48K","1.13%"
"05/16/2022","945.85","943.16","960.67","940.26","16.47K","0.32%"
"05/13/2022","942.80","967.46","968.52","937.42","26.99K","-2.56%"
"05/12/2022","967.58","1,003.86","1,003.86","967.49","17.30K","-3.60%"
"05/11/2022","1,003.76","995.47","1,004.19","993.11","10.76K","0.76%"
"05/10/2022","996.16","989.53","996.16","968.63","17.84K","0.67%"
"05/09/2022","989.53","1,029.62","1,029.62","987.81","21.56K","-3.89%"
"05/06/2022","1,029.62","1,051.69","1,051.83","1,029.62","16.17K","-2.10%"
