"Date","Price","Open","High","Low","Vol.","Change %"
"03/21/2022","763.18","763.18","763.18","763.18","","2.76%"
"03/18/2022","742.69","742.69","742.69","742.69","","0.60%"
"03/17/2022","738.23","738.23","738.23","738.23","","-0.31%"
"03/16/2022","740.49","740.49","740.49","740.49","","0.29%"
"03/15/2022","738.37","738.37","738.37","738.37","","0.50%"
"03/14/2022","734.71","734.71","734.71","734.71","","-1.73%"
"03/11/2022","747.63","747.63","747.63","747.63","","-1.44%"
"03/10/2022","758.57","758.57","758.57","758.57","","0.11%"
"03/09/2022","757.76","757.76","757.76","757.76","","-0.05%"
"03/08/2022","758.13","758.13","758.13","758.13","","-1.77%"
"03/07/2022","771.81","771.81","771.81","771.81","","-0.59%"
"03/04/2022","776.42","776.42","776.42","776.42","","0.18%"
"03/03/2022","775.06","775.06","775.06","775.06","","1.74%"
"03/02/2022","761.79","761.79","761.79","761.79","","-0.26%"
"03/01/2022","763.80","763.80","763.80","763.80","","0.78%"
"02/28/2022","757.89","757.89","757.89","757.89","","-0.70%"
"02/25/2022","763.20","763.20","763.20","763.20","","-0.09%"
"02/24/2022","763.91","763.91","763.91","763.91","","-1.23%"
"02/23/2022","773.39","773.39","773.39","773.39","","0.65%"
"02/22/2022","768.36","768.36","768.36","768.36","","-1.20%"
"02/21/2022","777.70","777.70","777.70","777.70","","0.24%"
"02/18/2022","775.86","775.86","775.86","775.86","","0.03%"
"02/17/2022","775.64","775.64","775.64","775.64","","1.17%"
"02/16/2022","766.70","766.70","766.70","766.70","","0.11%"
"02/15/2022","765.84","765.84","765.84","765.84","","1.88%"
"02/14/2022","751.68","751.68","751.68","751.68","","-1.32%"
"02/11/2022","761.70","761.70","761.70","761.70","","-0.72%"
"02/10/2022","767.19","767.19","767.19","767.19","","-0.36%"
"02/09/2022","770.00","770.00","770.00","770.00","","0.91%"
"02/08/2022","763.07","763.07","763.07","763.07","","-0.36%"
"02/07/2022","765.84","765.84","765.84","765.84","","0.95%"
"01/28/2022","758.67","758.67","758.67","758.67","","0.29%"
"01/27/2022","756.50","756.50","756.50","756.50","","-0.70%"
"01/26/2022","761.86","761.86","761.86","761.86","","-0.23%"
"01/25/2022","763.61","763.61","763.61","763.61","","3.50%"
"01/24/2022","737.80","737.80","737.80","737.80","","-3.74%"
