"Date","Price","Open","High","Low","Vol.","Change %"
"08/30/2022","1,272.50","1,272.05","1,284.01","1,269.76","413.59K","0.05%"
"08/29/2022","1,271.83","1,273.04","1,273.04","1,248.79","693.21K","-1.06%"
"08/26/2022","1,285.43","1,294.68","1,297.64","1,282.98","527.60K","-0.47%"
"08/25/2022","1,291.46","1,281.38","1,291.49","1,281.38","476.95K","1.02%"
"08/24/2022","1,278.45","1,276.14","1,281.80","1,273.71","448.88K","0.42%"
"08/23/2022","1,273.07","1,252.86","1,273.07","1,252.86","448.77K","0.85%"
"08/22/2022","1,262.31","1,269.38","1,271.60","1,255.92","473.27K","-0.61%"
"08/19/2022","1,270.06","1,274.56","1,279.36","1,264.20","490.02K","-0.42%"
"08/18/2022","1,275.42","1,275.61","1,284.99","1,270.59","477.24K","-0.19%"
"08/17/2022","1,277.79","1,278.64","1,283.76","1,274.36","558.66K","0.12%"
"08/16/2022","1,276.20","1,274.51","1,277.81","1,272.00","500.18K","0.15%"
"08/15/2022","1,274.30","1,267.68","1,274.84","1,266.68","505.49K","1.06%"
"08/12/2022","1,260.90","1,248.97","1,260.90","1,245.73","448.45K","0.84%"
"08/11/2022","1,250.36","1,264.85","1,271.80","1,244.99","643.69K","-0.70%"
"08/10/2022","1,259.22","1,259.60","1,264.11","1,257.76","487.76K","-0.20%"
"08/09/2022","1,261.72","1,261.34","1,265.50","1,255.42","543.22K","0.37%"
"08/08/2022","1,257.13","1,252.00","1,259.83","1,251.10","524.21K","0.43%"
"08/05/2022","1,251.80","1,249.05","1,252.84","1,243.88","523.80K","-0.04%"
"08/04/2022","1,252.26","1,252.91","1,257.84","1,246.74","556.62K","0.30%"
"08/03/2022","1,248.54","1,234.39","1,249.09","1,232.16","599.96K","0.59%"
"08/02/2022","1,241.19","1,233.10","1,241.70","1,228.31","610.65K","0.66%"
"08/01/2022","1,233.07","1,208.20","1,233.07","1,208.20","594.83K","2.06%"
"07/29/2022","1,208.17","1,218.05","1,218.62","1,208.17","448.21K","-0.34%"
"07/28/2022","1,212.26","1,195.34","1,218.14","1,195.34","518.23K","1.43%"
"07/27/2022","1,195.19","1,190.07","1,195.19","1,183.64","320.67K","0.39%"
"07/26/2022","1,190.53","1,195.97","1,200.64","1,189.97","317.47K","-0.47%"
"07/25/2022","1,196.14","1,201.64","1,204.36","1,192.49","331.06K","-0.60%"
"07/22/2022","1,203.31","1,211.57","1,215.21","1,203.31","361.37K","-0.45%"
"07/21/2022","1,208.74","1,204.83","1,213.38","1,204.63","405.26K","0.49%"
"07/20/2022","1,202.83","1,195.46","1,207.48","1,193.51","470.58K","1.42%"
"07/19/2022","1,186.04","1,186.22","1,187.99","1,176.52","379.54K","-0.09%"
"07/18/2022","1,187.08","1,195.81","1,196.56","1,184.94","384.07K","-0.23%"
"07/15/2022","1,189.85","1,193.53","1,200.03","1,188.57","461.18K","-0.13%"
"07/14/2022","1,191.37","1,179.54","1,192.31","1,179.03","397.46K","0.58%"
"07/13/2022","1,184.52","1,185.48","1,193.45","1,182.57","400.46K","-0.13%"
"07/12/2022","1,186.08","1,167.14","1,186.08","1,164.98","386.85K","1.60%"
"07/11/2022","1,167.37","1,179.66","1,180.85","1,158.26","388.65K","-1.58%"
"07/08/2022","1,186.16","1,185.55","1,190.21","1,179.05","367.61K","0.74%"
"07/07/2022","1,177.41","1,161.87","1,177.41","1,157.01","289.55K","1.28%"
"07/06/2022","1,162.52","1,190.83","1,190.83","1,162.52","397.56K","-2.55%"
"07/05/2022","1,192.98","1,208.56","1,210.27","1,191.58","433.31K","-1.07%"
"07/04/2022","1,205.83","1,211.67","1,218.64","1,201.34","327.68K","-0.10%"
"07/01/2022","1,206.98","1,198.83","1,210.86","1,175.66","392.75K","0.37%"
"06/30/2022","1,202.51","1,229.18","1,230.79","1,202.51","382.41K","-2.04%"
"06/29/2022","1,227.60","1,215.46","1,230.21","1,215.38","400.32K","0.01%"
"06/28/2022","1,227.48","1,210.14","1,229.08","1,205.82","435.71K","1.38%"
"06/27/2022","1,210.75","1,194.54","1,210.75","1,193.90","347.09K","1.64%"
"06/24/2022","1,191.20","1,195.12","1,201.87","1,191.20","324.28K","-0.19%"
"06/23/2022","1,193.41","1,172.36","1,193.41","1,166.38","311.54K","1.81%"
"06/22/2022","1,172.17","1,175.38","1,181.97","1,164.81","439.48K","0.51%"
"06/21/2022","1,166.21","1,167.13","1,185.05","1,157.90","525.79K","-0.93%"
"06/20/2022","1,177.20","1,214.15","1,219.71","1,175.08","510.23K","-3.07%"
"06/17/2022","1,214.54","1,211.00","1,217.48","1,189.36","572.47K","-2.00%"
"06/16/2022","1,239.29","1,233.98","1,248.48","1,228.01","447.91K","1.75%"
"06/15/2022","1,217.99","1,236.36","1,240.02","1,195.21","537.14K","-1.25%"
"06/14/2022","1,233.36","1,219.96","1,246.68","1,217.53","441.92K","-0.23%"
"06/13/2022","1,236.26","1,265.79","1,276.05","1,236.26","577.68K","-5.01%"
"06/10/2022","1,301.51","1,313.64","1,327.38","1,301.51","473.49K","-1.73%"
"06/09/2022","1,324.47","1,326.04","1,328.43","1,315.54","365.56K","0.13%"
"06/08/2022","1,322.76","1,307.31","1,329.08","1,303.84","460.63K","1.76%"
"06/07/2022","1,299.93","1,296.78","1,299.93","1,268.92","514.93K","-0.13%"
"06/06/2022","1,301.66","1,305.43","1,317.77","1,298.38","438.87K","-0.29%"
"06/03/2022","1,305.42","1,304.59","1,309.86","1,290.43","352.98K","0.11%"
"06/02/2022","1,304.01","1,317.80","1,321.41","1,297.96","437.24K","-0.84%"
"06/01/2022","1,315.08","1,308.75","1,318.02","1,299.08","416.21K","0.22%"
"05/31/2022","1,312.15","1,320.01","1,320.15","1,303.83","439.41K","-0.64%"
"05/30/2022","1,320.59","1,314.50","1,321.47","1,307.82","387.28K","0.66%"
