"Date","Price","Open","High","Low","Vol.","Change %"
"10/24/2022","280.51","290.31","297.87","277.52","11.36K","-5.16%"
"10/21/2022","295.78","313.98","314.10","295.49","13.11K","-5.80%"
"10/20/2022","313.98","319.47","320.08","312.12","6.87K","-1.72%"
"10/19/2022","319.46","320.72","323.13","318.41","6.59K","-0.20%"
"10/18/2022","320.09","312.24","321.70","310.34","11.46K","3.08%"
"10/17/2022","310.52","312.01","312.74","307.14","7.57K","-0.64%"
"10/14/2022","312.52","311.32","315.22","306.37","8.61K","2.18%"
"10/13/2022","305.86","302.88","308.07","302.88","6.14K","0.41%"
"10/12/2022","304.60","295.79","307.91","294.34","9.22K","2.06%"
"10/11/2022","298.44","314.19","314.79","296.08","12.78K","-4.98%"
"10/10/2022","314.07","308.08","315.41","302.48","10.33K","1.94%"
"10/07/2022","308.08","325.34","325.34","304.22","14.44K","-5.09%"
"10/06/2022","324.61","335.47","336.71","319.80","10.38K","-3.06%"
"10/05/2022","334.84","324.58","335.80","324.58","7.83K","3.49%"
"10/04/2022","323.56","328.01","332.86","320.98","8.16K","-1.36%"
"10/03/2022","328.01","337.88","344.24","323.57","10.81K","-4.68%"
"09/30/2022","344.11","341.42","344.60","331.11","12.41K","0.01%"
"09/29/2022","344.07","351.59","357.64","343.76","9.05K","-2.14%"
"09/28/2022","351.59","356.88","358.83","350.30","9.06K","-2.01%"
"09/27/2022","358.79","357.88","360.24","355.13","9.25K","0.33%"
"09/26/2022","357.61","372.66","373.17","351.70","16.86K","-4.30%"
"09/23/2022","373.68","375.07","380.02","373.18","9.63K","-0.37%"
"09/22/2022","375.07","372.81","376.46","367.66","7.37K","0.39%"
"09/21/2022","373.61","375.16","376.80","370.38","5.90K","-0.55%"
"09/20/2022","375.69","371.94","377.48","368.13","9.21K","1.01%"
"09/19/2022","371.94","387.42","388.53","370.92","16.95K","-4.00%"
"09/16/2022","387.42","390.48","397.25","386.68","10.57K","-2.51%"
"09/15/2022","397.39","394.57","399.22","394.45","8.62K","0.71%"
"09/14/2022","394.57","397.01","397.36","388.03","11.37K","-0.71%"
"09/13/2022","397.39","400.05","400.88","393.86","7.04K","-0.53%"
"09/12/2022","399.52","401.78","405.27","398.97","7.95K","-0.53%"
"09/09/2022","401.65","396.37","401.65","389.57","9.88K","1.35%"
"09/08/2022","396.30","400.09","404.16","394.23","10.20K","-0.98%"
"09/07/2022","400.22","412.68","412.71","399.20","16.46K","-3.02%"
"09/06/2022","412.68","412.73","415.56","411.78","7.79K","-0.01%"
"09/05/2022","412.73","415.65","416.10","411.25","8.24K","-0.45%"
"08/31/2022","414.58","412.79","414.58","405.36","12.01K","0.45%"
"08/30/2022","412.71","416.57","422.42","411.20","11.11K","-0.93%"
"08/29/2022","416.57","424.00","424.00","402.50","19.09K","-1.88%"
"08/26/2022","424.54","429.98","432.86","421.82","12.25K","-1.26%"
"08/25/2022","429.96","426.24","429.96","425.18","13.97K","0.90%"
"08/24/2022","426.11","421.74","426.11","419.20","12.53K","1.04%"
"08/23/2022","421.71","414.74","421.71","410.88","9.94K","1.68%"
"08/22/2022","414.74","417.14","418.62","408.78","12.07K","-0.58%"
"08/19/2022","417.14","416.71","418.83","413.07","10.08K","0.10%"
"08/18/2022","416.71","420.37","420.81","415.83","8.16K","-0.87%"
"08/17/2022","420.37","421.58","429.00","420.23","12.31K","-0.29%"
"08/16/2022","421.58","424.15","425.22","420.90","8.08K","-0.53%"
"08/15/2022","423.82","424.98","429.85","422.28","8.91K","-0.27%"
"08/12/2022","424.98","418.19","425.00","416.25","10.43K","1.62%"
"08/11/2022","418.19","427.69","434.28","416.68","19.29K","-2.22%"
"08/10/2022","427.69","422.75","429.48","422.32","11.25K","1.17%"
"08/09/2022","422.75","421.24","426.08","420.71","10.83K","0.46%"
"08/08/2022","420.80","415.75","424.10","415.75","16.05K","1.21%"
"08/05/2022","415.75","411.90","416.35","408.78","9.09K","0.93%"
"08/04/2022","411.90","412.61","417.16","409.88","10.96K","-0.15%"
"08/03/2022","412.53","409.20","413.62","408.97","14.05K","0.81%"
"08/02/2022","409.20","407.53","414.51","407.41","14.07K","0.47%"
"08/01/2022","407.27","398.31","407.43","396.72","8.93K","2.25%"
"07/29/2022","398.31","401.05","404.43","397.89","10.24K","-0.68%"
"07/28/2022","401.05","393.42","408.30","392.61","15.98K","2.29%"
"07/27/2022","392.07","388.96","394.10","385.82","8.54K","0.78%"
"07/26/2022","389.02","393.73","397.15","388.75","6.24K","-1.20%"
"07/25/2022","393.73","393.60","395.11","388.84","9.79K","0.00%"
"07/22/2022","393.73","392.73","397.13","388.92","8.60K","0.32%"
"07/21/2022","392.46","394.02","397.12","390.98","7.27K","-0.40%"
"07/20/2022","394.02","387.55","398.68","387.55","12.79K","1.89%"
"07/19/2022","386.73","383.01","388.49","378.58","9.93K","1.03%"
"07/18/2022","382.80","382.39","387.97","381.48","9.85K","0.16%"
"07/15/2022","382.20","384.13","387.25","381.80","9.15K","-0.21%"
"07/14/2022","383.02","374.92","383.17","371.08","10.05K","2.14%"
"07/13/2022","374.98","377.50","382.82","371.14","8.49K","-0.96%"
"07/12/2022","378.60","367.68","379.16","367.39","9.45K","2.97%"
"07/11/2022","367.69","363.17","367.74","359.64","10.54K","1.24%"
"07/08/2022","363.19","347.69","363.48","347.69","8.24K","3.52%"
"07/07/2022","350.83","350.05","353.00","346.52","5.08K","0.22%"
"07/06/2022","350.05","360.40","360.40","348.98","8.90K","-2.87%"
"07/05/2022","360.40","366.47","367.44","360.08","7.22K","-1.73%"
"07/04/2022","366.75","363.33","370.63","362.56","6.15K","0.82%"
"07/01/2022","363.78","358.36","367.48","346.96","8.06K","1.46%"
"06/30/2022","358.53","374.01","374.44","358.08","8.03K","-3.92%"
"06/29/2022","373.14","374.40","374.69","367.92","7.84K","-0.34%"
"06/28/2022","374.43","364.76","376.77","364.39","8.27K","2.65%"
"06/27/2022","364.76","352.35","366.18","352.35","8.23K","3.52%"
"06/24/2022","352.35","356.20","360.14","352.21","9.30K","-1.06%"
"06/23/2022","356.13","341.78","356.14","341.53","6.71K","4.18%"
"06/22/2022","341.85","324.28","341.99","323.73","8.88K","4.49%"
"06/21/2022","327.16","331.17","334.99","322.75","10.05K","-1.71%"
